"","year","shower_name","active_start","peak_date","active_end","active_date_label","peak_date_label","zhr","intensity"
"671",2055,"Southern Taurids",2055-09-23,2055-10-10,2055-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"672",2055,"Ursids",2055-12-17,2055-12-22,2055-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"673",2056,"Delta Aquariids",2056-07-12,2056-07-30,2056-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"674",2056,"Draconids",2056-10-06,2056-10-08,2056-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"675",2056,"Eta Aquariids",2056-04-19,2056-05-06,2056-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"676",2056,"Geminids",2056-12-04,2056-12-14,2056-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"677",2056,"Leonids",2056-11-06,2056-11-17,2056-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"678",2056,"Lyrids",2056-04-15,2056-04-22,2056-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"679",2056,"Northern Taurids",2056-10-13,2056-11-12,2056-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"680",2056,"Orionids",2056-10-02,2056-10-22,2056-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"681",2056,"Perseids",2056-07-17,2056-08-12,2056-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"682",2056,"Quadrantids",2056-01-01,2056-01-03,2056-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"683",2056,"Southern Taurids",2056-09-23,2056-10-10,2056-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"684",2056,"Ursids",2056-12-17,2056-12-22,2056-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"685",2057,"Delta Aquariids",2057-07-12,2057-07-30,2057-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"686",2057,"Draconids",2057-10-06,2057-10-08,2057-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"687",2057,"Eta Aquariids",2057-04-19,2057-05-06,2057-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"688",2057,"Geminids",2057-12-04,2057-12-14,2057-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"689",2057,"Leonids",2057-11-06,2057-11-17,2057-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"690",2057,"Lyrids",2057-04-15,2057-04-22,2057-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"691",2057,"Northern Taurids",2057-10-13,2057-11-12,2057-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"692",2057,"Orionids",2057-10-02,2057-10-22,2057-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"693",2057,"Perseids",2057-07-17,2057-08-12,2057-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"694",2057,"Quadrantids",2057-01-01,2057-01-03,2057-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"695",2057,"Southern Taurids",2057-09-23,2057-10-10,2057-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"696",2057,"Ursids",2057-12-17,2057-12-22,2057-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"697",2058,"Delta Aquariids",2058-07-12,2058-07-30,2058-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"698",2058,"Draconids",2058-10-06,2058-10-08,2058-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"699",2058,"Eta Aquariids",2058-04-19,2058-05-06,2058-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"700",2058,"Geminids",2058-12-04,2058-12-14,2058-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"701",2058,"Leonids",2058-11-06,2058-11-17,2058-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"702",2058,"Lyrids",2058-04-15,2058-04-22,2058-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"703",2058,"Northern Taurids",2058-10-13,2058-11-12,2058-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"704",2058,"Orionids",2058-10-02,2058-10-22,2058-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"705",2058,"Perseids",2058-07-17,2058-08-12,2058-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"706",2058,"Quadrantids",2058-01-01,2058-01-03,2058-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"707",2058,"Southern Taurids",2058-09-23,2058-10-10,2058-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"708",2058,"Ursids",2058-12-17,2058-12-22,2058-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"709",2059,"Delta Aquariids",2059-07-12,2059-07-30,2059-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"710",2059,"Draconids",2059-10-06,2059-10-08,2059-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"711",2059,"Eta Aquariids",2059-04-19,2059-05-06,2059-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"712",2059,"Geminids",2059-12-04,2059-12-14,2059-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"713",2059,"Leonids",2059-11-06,2059-11-17,2059-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"714",2059,"Lyrids",2059-04-15,2059-04-22,2059-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"715",2059,"Northern Taurids",2059-10-13,2059-11-12,2059-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"716",2059,"Orionids",2059-10-02,2059-10-22,2059-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"717",2059,"Perseids",2059-07-17,2059-08-12,2059-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"718",2059,"Quadrantids",2059-01-01,2059-01-03,2059-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"719",2059,"Southern Taurids",2059-09-23,2059-10-10,2059-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"720",2059,"Ursids",2059-12-17,2059-12-22,2059-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"721",2060,"Delta Aquariids",2060-07-12,2060-07-30,2060-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"722",2060,"Draconids",2060-10-06,2060-10-08,2060-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"723",2060,"Eta Aquariids",2060-04-19,2060-05-06,2060-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"724",2060,"Geminids",2060-12-04,2060-12-14,2060-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"725",2060,"Leonids",2060-11-06,2060-11-17,2060-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"726",2060,"Lyrids",2060-04-15,2060-04-22,2060-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"727",2060,"Northern Taurids",2060-10-13,2060-11-12,2060-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"728",2060,"Orionids",2060-10-02,2060-10-22,2060-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"729",2060,"Perseids",2060-07-17,2060-08-12,2060-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"730",2060,"Quadrantids",2060-01-01,2060-01-03,2060-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"731",2060,"Southern Taurids",2060-09-23,2060-10-10,2060-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"732",2060,"Ursids",2060-12-17,2060-12-22,2060-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"733",2061,"Delta Aquariids",2061-07-12,2061-07-30,2061-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"734",2061,"Draconids",2061-10-06,2061-10-08,2061-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"735",2061,"Eta Aquariids",2061-04-19,2061-05-06,2061-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"736",2061,"Geminids",2061-12-04,2061-12-14,2061-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"737",2061,"Leonids",2061-11-06,2061-11-17,2061-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"738",2061,"Lyrids",2061-04-15,2061-04-22,2061-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"739",2061,"Northern Taurids",2061-10-13,2061-11-12,2061-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"740",2061,"Orionids",2061-10-02,2061-10-22,2061-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"741",2061,"Perseids",2061-07-17,2061-08-12,2061-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"742",2061,"Quadrantids",2061-01-01,2061-01-03,2061-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"743",2061,"Southern Taurids",2061-09-23,2061-10-10,2061-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"744",2061,"Ursids",2061-12-17,2061-12-22,2061-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"745",2062,"Delta Aquariids",2062-07-12,2062-07-30,2062-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"746",2062,"Draconids",2062-10-06,2062-10-08,2062-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"747",2062,"Eta Aquariids",2062-04-19,2062-05-06,2062-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"748",2062,"Geminids",2062-12-04,2062-12-14,2062-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"749",2062,"Leonids",2062-11-06,2062-11-17,2062-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"750",2062,"Lyrids",2062-04-15,2062-04-22,2062-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"751",2062,"Northern Taurids",2062-10-13,2062-11-12,2062-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"752",2062,"Orionids",2062-10-02,2062-10-22,2062-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"753",2062,"Perseids",2062-07-17,2062-08-12,2062-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"754",2062,"Quadrantids",2062-01-01,2062-01-03,2062-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"755",2062,"Southern Taurids",2062-09-23,2062-10-10,2062-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"756",2062,"Ursids",2062-12-17,2062-12-22,2062-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"757",2063,"Delta Aquariids",2063-07-12,2063-07-30,2063-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"758",2063,"Draconids",2063-10-06,2063-10-08,2063-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"759",2063,"Eta Aquariids",2063-04-19,2063-05-06,2063-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"760",2063,"Geminids",2063-12-04,2063-12-14,2063-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"761",2063,"Leonids",2063-11-06,2063-11-17,2063-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"762",2063,"Lyrids",2063-04-15,2063-04-22,2063-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"763",2063,"Northern Taurids",2063-10-13,2063-11-12,2063-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"764",2063,"Orionids",2063-10-02,2063-10-22,2063-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"765",2063,"Perseids",2063-07-17,2063-08-12,2063-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"766",2063,"Quadrantids",2063-01-01,2063-01-03,2063-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"767",2063,"Southern Taurids",2063-09-23,2063-10-10,2063-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"768",2063,"Ursids",2063-12-17,2063-12-22,2063-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"769",2064,"Delta Aquariids",2064-07-12,2064-07-30,2064-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"770",2064,"Draconids",2064-10-06,2064-10-08,2064-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"771",2064,"Eta Aquariids",2064-04-19,2064-05-06,2064-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"772",2064,"Geminids",2064-12-04,2064-12-14,2064-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"773",2064,"Leonids",2064-11-06,2064-11-17,2064-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"774",2064,"Lyrids",2064-04-15,2064-04-22,2064-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"775",2064,"Northern Taurids",2064-10-13,2064-11-12,2064-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"776",2064,"Orionids",2064-10-02,2064-10-22,2064-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"777",2064,"Perseids",2064-07-17,2064-08-12,2064-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"778",2064,"Quadrantids",2064-01-01,2064-01-03,2064-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"779",2064,"Southern Taurids",2064-09-23,2064-10-10,2064-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"780",2064,"Ursids",2064-12-17,2064-12-22,2064-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"781",2065,"Delta Aquariids",2065-07-12,2065-07-30,2065-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"782",2065,"Draconids",2065-10-06,2065-10-08,2065-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"783",2065,"Eta Aquariids",2065-04-19,2065-05-06,2065-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"784",2065,"Geminids",2065-12-04,2065-12-14,2065-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"785",2065,"Leonids",2065-11-06,2065-11-17,2065-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"786",2065,"Lyrids",2065-04-15,2065-04-22,2065-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"787",2065,"Northern Taurids",2065-10-13,2065-11-12,2065-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"788",2065,"Orionids",2065-10-02,2065-10-22,2065-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"789",2065,"Perseids",2065-07-17,2065-08-12,2065-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"790",2065,"Quadrantids",2065-01-01,2065-01-03,2065-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"791",2065,"Southern Taurids",2065-09-23,2065-10-10,2065-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"792",2065,"Ursids",2065-12-17,2065-12-22,2065-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"793",2066,"Delta Aquariids",2066-07-12,2066-07-30,2066-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"794",2066,"Draconids",2066-10-06,2066-10-08,2066-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"795",2066,"Eta Aquariids",2066-04-19,2066-05-06,2066-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"796",2066,"Geminids",2066-12-04,2066-12-14,2066-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"797",2066,"Leonids",2066-11-06,2066-11-17,2066-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"798",2066,"Lyrids",2066-04-15,2066-04-22,2066-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"799",2066,"Northern Taurids",2066-10-13,2066-11-12,2066-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"800",2066,"Orionids",2066-10-02,2066-10-22,2066-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"801",2066,"Perseids",2066-07-17,2066-08-12,2066-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"802",2066,"Quadrantids",2066-01-01,2066-01-03,2066-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"803",2066,"Southern Taurids",2066-09-23,2066-10-10,2066-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"804",2066,"Ursids",2066-12-17,2066-12-22,2066-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"805",2067,"Delta Aquariids",2067-07-12,2067-07-30,2067-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"806",2067,"Draconids",2067-10-06,2067-10-08,2067-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"807",2067,"Eta Aquariids",2067-04-19,2067-05-06,2067-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"808",2067,"Geminids",2067-12-04,2067-12-14,2067-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"809",2067,"Leonids",2067-11-06,2067-11-17,2067-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"810",2067,"Lyrids",2067-04-15,2067-04-22,2067-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"811",2067,"Northern Taurids",2067-10-13,2067-11-12,2067-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"812",2067,"Orionids",2067-10-02,2067-10-22,2067-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"813",2067,"Perseids",2067-07-17,2067-08-12,2067-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"814",2067,"Quadrantids",2067-01-01,2067-01-03,2067-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"815",2067,"Southern Taurids",2067-09-23,2067-10-10,2067-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"816",2067,"Ursids",2067-12-17,2067-12-22,2067-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"817",2068,"Delta Aquariids",2068-07-12,2068-07-30,2068-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"818",2068,"Draconids",2068-10-06,2068-10-08,2068-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"819",2068,"Eta Aquariids",2068-04-19,2068-05-06,2068-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"820",2068,"Geminids",2068-12-04,2068-12-14,2068-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"821",2068,"Leonids",2068-11-06,2068-11-17,2068-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"822",2068,"Lyrids",2068-04-15,2068-04-22,2068-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"823",2068,"Northern Taurids",2068-10-13,2068-11-12,2068-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"824",2068,"Orionids",2068-10-02,2068-10-22,2068-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"825",2068,"Perseids",2068-07-17,2068-08-12,2068-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"826",2068,"Quadrantids",2068-01-01,2068-01-03,2068-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"827",2068,"Southern Taurids",2068-09-23,2068-10-10,2068-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"828",2068,"Ursids",2068-12-17,2068-12-22,2068-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"829",2069,"Delta Aquariids",2069-07-12,2069-07-30,2069-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"830",2069,"Draconids",2069-10-06,2069-10-08,2069-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"831",2069,"Eta Aquariids",2069-04-19,2069-05-06,2069-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"832",2069,"Geminids",2069-12-04,2069-12-14,2069-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"833",2069,"Leonids",2069-11-06,2069-11-17,2069-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"834",2069,"Lyrids",2069-04-15,2069-04-22,2069-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"835",2069,"Northern Taurids",2069-10-13,2069-11-12,2069-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"836",2069,"Orionids",2069-10-02,2069-10-22,2069-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"837",2069,"Perseids",2069-07-17,2069-08-12,2069-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"838",2069,"Quadrantids",2069-01-01,2069-01-03,2069-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"839",2069,"Southern Taurids",2069-09-23,2069-10-10,2069-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"840",2069,"Ursids",2069-12-17,2069-12-22,2069-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"841",2070,"Delta Aquariids",2070-07-12,2070-07-30,2070-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"842",2070,"Draconids",2070-10-06,2070-10-08,2070-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"843",2070,"Eta Aquariids",2070-04-19,2070-05-06,2070-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"844",2070,"Geminids",2070-12-04,2070-12-14,2070-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"845",2070,"Leonids",2070-11-06,2070-11-17,2070-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"846",2070,"Lyrids",2070-04-15,2070-04-22,2070-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"847",2070,"Northern Taurids",2070-10-13,2070-11-12,2070-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"848",2070,"Orionids",2070-10-02,2070-10-22,2070-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"849",2070,"Perseids",2070-07-17,2070-08-12,2070-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"850",2070,"Quadrantids",2070-01-01,2070-01-03,2070-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"851",2070,"Southern Taurids",2070-09-23,2070-10-10,2070-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"852",2070,"Ursids",2070-12-17,2070-12-22,2070-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"853",2071,"Delta Aquariids",2071-07-12,2071-07-30,2071-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"854",2071,"Draconids",2071-10-06,2071-10-08,2071-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"855",2071,"Eta Aquariids",2071-04-19,2071-05-06,2071-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"856",2071,"Geminids",2071-12-04,2071-12-14,2071-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"857",2071,"Leonids",2071-11-06,2071-11-17,2071-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"858",2071,"Lyrids",2071-04-15,2071-04-22,2071-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"859",2071,"Northern Taurids",2071-10-13,2071-11-12,2071-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"860",2071,"Orionids",2071-10-02,2071-10-22,2071-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"861",2071,"Perseids",2071-07-17,2071-08-12,2071-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"862",2071,"Quadrantids",2071-01-01,2071-01-03,2071-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"863",2071,"Southern Taurids",2071-09-23,2071-10-10,2071-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"864",2071,"Ursids",2071-12-17,2071-12-22,2071-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"865",2072,"Delta Aquariids",2072-07-12,2072-07-30,2072-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"866",2072,"Draconids",2072-10-06,2072-10-08,2072-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"867",2072,"Eta Aquariids",2072-04-19,2072-05-06,2072-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"868",2072,"Geminids",2072-12-04,2072-12-14,2072-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"869",2072,"Leonids",2072-11-06,2072-11-17,2072-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"870",2072,"Lyrids",2072-04-15,2072-04-22,2072-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"871",2072,"Northern Taurids",2072-10-13,2072-11-12,2072-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"872",2072,"Orionids",2072-10-02,2072-10-22,2072-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"873",2072,"Perseids",2072-07-17,2072-08-12,2072-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"874",2072,"Quadrantids",2072-01-01,2072-01-03,2072-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"875",2072,"Southern Taurids",2072-09-23,2072-10-10,2072-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"876",2072,"Ursids",2072-12-17,2072-12-22,2072-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"877",2073,"Delta Aquariids",2073-07-12,2073-07-30,2073-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"878",2073,"Draconids",2073-10-06,2073-10-08,2073-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"879",2073,"Eta Aquariids",2073-04-19,2073-05-06,2073-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"880",2073,"Geminids",2073-12-04,2073-12-14,2073-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"881",2073,"Leonids",2073-11-06,2073-11-17,2073-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"882",2073,"Lyrids",2073-04-15,2073-04-22,2073-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"883",2073,"Northern Taurids",2073-10-13,2073-11-12,2073-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"884",2073,"Orionids",2073-10-02,2073-10-22,2073-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"885",2073,"Perseids",2073-07-17,2073-08-12,2073-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"886",2073,"Quadrantids",2073-01-01,2073-01-03,2073-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"887",2073,"Southern Taurids",2073-09-23,2073-10-10,2073-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"888",2073,"Ursids",2073-12-17,2073-12-22,2073-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"889",2074,"Delta Aquariids",2074-07-12,2074-07-30,2074-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"890",2074,"Draconids",2074-10-06,2074-10-08,2074-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"891",2074,"Eta Aquariids",2074-04-19,2074-05-06,2074-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"892",2074,"Geminids",2074-12-04,2074-12-14,2074-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"893",2074,"Leonids",2074-11-06,2074-11-17,2074-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"894",2074,"Lyrids",2074-04-15,2074-04-22,2074-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"895",2074,"Northern Taurids",2074-10-13,2074-11-12,2074-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
