"","year","shower_name","active_start","peak_date","active_end","active_date_label","peak_date_label","zhr","intensity"
"221",2018,"Leonids",2018-11-06,2018-11-17,2018-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"222",2018,"Lyrids",2018-04-15,2018-04-22,2018-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"223",2018,"Northern Taurids",2018-10-13,2018-11-12,2018-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"224",2018,"Orionids",2018-10-02,2018-10-22,2018-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"225",2018,"Perseids",2018-07-17,2018-08-12,2018-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"226",2018,"Quadrantids",2018-01-01,2018-01-03,2018-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"227",2018,"Southern Taurids",2018-09-23,2018-10-10,2018-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"228",2018,"Ursids",2018-12-17,2018-12-22,2018-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"229",2019,"Delta Aquariids",2019-07-12,2019-07-30,2019-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"230",2019,"Draconids",2019-10-06,2019-10-08,2019-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"231",2019,"Eta Aquariids",2019-04-19,2019-05-06,2019-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"232",2019,"Geminids",2019-12-04,2019-12-14,2019-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"233",2019,"Leonids",2019-11-06,2019-11-17,2019-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"234",2019,"Lyrids",2019-04-15,2019-04-22,2019-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"235",2019,"Northern Taurids",2019-10-13,2019-11-12,2019-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"236",2019,"Orionids",2019-10-02,2019-10-22,2019-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"237",2019,"Perseids",2019-07-17,2019-08-12,2019-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"238",2019,"Quadrantids",2019-01-01,2019-01-03,2019-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"239",2019,"Southern Taurids",2019-09-23,2019-10-10,2019-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"240",2019,"Ursids",2019-12-17,2019-12-22,2019-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"241",2020,"Delta Aquariids",2020-07-12,2020-07-30,2020-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"242",2020,"Draconids",2020-10-06,2020-10-08,2020-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"243",2020,"Eta Aquariids",2020-04-19,2020-05-06,2020-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"244",2020,"Geminids",2020-12-04,2020-12-14,2020-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"245",2020,"Leonids",2020-11-06,2020-11-17,2020-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"246",2020,"Lyrids",2020-04-15,2020-04-22,2020-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"247",2020,"Northern Taurids",2020-10-13,2020-11-12,2020-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"248",2020,"Orionids",2020-10-02,2020-10-22,2020-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"249",2020,"Perseids",2020-07-17,2020-08-12,2020-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"250",2020,"Quadrantids",2020-01-01,2020-01-03,2020-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"251",2020,"Southern Taurids",2020-09-23,2020-10-10,2020-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"252",2020,"Ursids",2020-12-17,2020-12-22,2020-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"253",2021,"Delta Aquariids",2021-07-12,2021-07-30,2021-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"254",2021,"Draconids",2021-10-06,2021-10-08,2021-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"255",2021,"Eta Aquariids",2021-04-19,2021-05-06,2021-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"256",2021,"Geminids",2021-12-04,2021-12-14,2021-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"257",2021,"Leonids",2021-11-06,2021-11-17,2021-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"258",2021,"Lyrids",2021-04-15,2021-04-22,2021-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"259",2021,"Northern Taurids",2021-10-13,2021-11-12,2021-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"260",2021,"Orionids",2021-10-02,2021-10-22,2021-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"261",2021,"Perseids",2021-07-17,2021-08-12,2021-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"262",2021,"Quadrantids",2021-01-01,2021-01-03,2021-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"263",2021,"Southern Taurids",2021-09-23,2021-10-10,2021-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"264",2021,"Ursids",2021-12-17,2021-12-22,2021-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"265",2022,"Delta Aquariids",2022-07-12,2022-07-30,2022-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"266",2022,"Draconids",2022-10-06,2022-10-08,2022-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"267",2022,"Eta Aquariids",2022-04-19,2022-05-06,2022-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"268",2022,"Geminids",2022-12-04,2022-12-14,2022-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"269",2022,"Leonids",2022-11-06,2022-11-17,2022-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"270",2022,"Lyrids",2022-04-15,2022-04-22,2022-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"271",2022,"Northern Taurids",2022-10-13,2022-11-12,2022-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"272",2022,"Orionids",2022-10-02,2022-10-22,2022-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"273",2022,"Perseids",2022-07-17,2022-08-12,2022-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"274",2022,"Quadrantids",2022-01-01,2022-01-03,2022-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"275",2022,"Southern Taurids",2022-09-23,2022-10-10,2022-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"276",2022,"Ursids",2022-12-17,2022-12-22,2022-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"277",2023,"Delta Aquariids",2023-07-12,2023-07-30,2023-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"278",2023,"Draconids",2023-10-06,2023-10-08,2023-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"279",2023,"Eta Aquariids",2023-04-19,2023-05-06,2023-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"280",2023,"Geminids",2023-12-04,2023-12-14,2023-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"281",2023,"Leonids",2023-11-06,2023-11-17,2023-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"282",2023,"Lyrids",2023-04-15,2023-04-22,2023-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"283",2023,"Northern Taurids",2023-10-13,2023-11-12,2023-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"284",2023,"Orionids",2023-10-02,2023-10-22,2023-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"285",2023,"Perseids",2023-07-17,2023-08-12,2023-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"286",2023,"Quadrantids",2023-01-01,2023-01-03,2023-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"287",2023,"Southern Taurids",2023-09-23,2023-10-10,2023-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"288",2023,"Ursids",2023-12-17,2023-12-22,2023-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"289",2024,"Delta Aquariids",2024-07-12,2024-07-30,2024-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"290",2024,"Draconids",2024-10-06,2024-10-08,2024-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"291",2024,"Eta Aquariids",2024-04-19,2024-05-06,2024-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"292",2024,"Geminids",2024-12-04,2024-12-14,2024-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"293",2024,"Leonids",2024-11-06,2024-11-17,2024-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"294",2024,"Lyrids",2024-04-15,2024-04-22,2024-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"295",2024,"Northern Taurids",2024-10-13,2024-11-12,2024-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"296",2024,"Orionids",2024-10-02,2024-10-22,2024-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"297",2024,"Perseids",2024-07-17,2024-08-12,2024-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"298",2024,"Quadrantids",2024-01-01,2024-01-03,2024-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"299",2024,"Southern Taurids",2024-09-23,2024-10-10,2024-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"300",2024,"Ursids",2024-12-17,2024-12-22,2024-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"301",2025,"Delta Aquariids",2025-07-12,2025-07-30,2025-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"302",2025,"Draconids",2025-10-06,2025-10-08,2025-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"303",2025,"Eta Aquariids",2025-04-19,2025-05-06,2025-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"304",2025,"Geminids",2025-12-04,2025-12-14,2025-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"305",2025,"Leonids",2025-11-06,2025-11-17,2025-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"306",2025,"Lyrids",2025-04-15,2025-04-22,2025-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"307",2025,"Northern Taurids",2025-10-13,2025-11-12,2025-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"308",2025,"Orionids",2025-10-02,2025-10-22,2025-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"309",2025,"Perseids",2025-07-17,2025-08-12,2025-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"310",2025,"Quadrantids",2025-01-01,2025-01-03,2025-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"311",2025,"Southern Taurids",2025-09-23,2025-10-10,2025-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"312",2025,"Ursids",2025-12-17,2025-12-22,2025-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"313",2026,"Delta Aquariids",2026-07-12,2026-07-30,2026-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"314",2026,"Draconids",2026-10-06,2026-10-08,2026-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"315",2026,"Eta Aquariids",2026-04-19,2026-05-06,2026-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"316",2026,"Geminids",2026-12-04,2026-12-14,2026-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"317",2026,"Leonids",2026-11-06,2026-11-17,2026-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"318",2026,"Lyrids",2026-04-15,2026-04-22,2026-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"319",2026,"Northern Taurids",2026-10-13,2026-11-12,2026-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"320",2026,"Orionids",2026-10-02,2026-10-22,2026-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"321",2026,"Perseids",2026-07-17,2026-08-12,2026-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"322",2026,"Quadrantids",2026-01-01,2026-01-03,2026-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"323",2026,"Southern Taurids",2026-09-23,2026-10-10,2026-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"324",2026,"Ursids",2026-12-17,2026-12-22,2026-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"325",2027,"Delta Aquariids",2027-07-12,2027-07-30,2027-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"326",2027,"Draconids",2027-10-06,2027-10-08,2027-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"327",2027,"Eta Aquariids",2027-04-19,2027-05-06,2027-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"328",2027,"Geminids",2027-12-04,2027-12-14,2027-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"329",2027,"Leonids",2027-11-06,2027-11-17,2027-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"330",2027,"Lyrids",2027-04-15,2027-04-22,2027-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"331",2027,"Northern Taurids",2027-10-13,2027-11-12,2027-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"332",2027,"Orionids",2027-10-02,2027-10-22,2027-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"333",2027,"Perseids",2027-07-17,2027-08-12,2027-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"334",2027,"Quadrantids",2027-01-01,2027-01-03,2027-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"335",2027,"Southern Taurids",2027-09-23,2027-10-10,2027-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"336",2027,"Ursids",2027-12-17,2027-12-22,2027-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"337",2028,"Delta Aquariids",2028-07-12,2028-07-30,2028-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"338",2028,"Draconids",2028-10-06,2028-10-08,2028-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"339",2028,"Eta Aquariids",2028-04-19,2028-05-06,2028-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"340",2028,"Geminids",2028-12-04,2028-12-14,2028-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"341",2028,"Leonids",2028-11-06,2028-11-17,2028-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"342",2028,"Lyrids",2028-04-15,2028-04-22,2028-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"343",2028,"Northern Taurids",2028-10-13,2028-11-12,2028-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"344",2028,"Orionids",2028-10-02,2028-10-22,2028-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"345",2028,"Perseids",2028-07-17,2028-08-12,2028-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"346",2028,"Quadrantids",2028-01-01,2028-01-03,2028-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"347",2028,"Southern Taurids",2028-09-23,2028-10-10,2028-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"348",2028,"Ursids",2028-12-17,2028-12-22,2028-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"349",2029,"Delta Aquariids",2029-07-12,2029-07-30,2029-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"350",2029,"Draconids",2029-10-06,2029-10-08,2029-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"351",2029,"Eta Aquariids",2029-04-19,2029-05-06,2029-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"352",2029,"Geminids",2029-12-04,2029-12-14,2029-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"353",2029,"Leonids",2029-11-06,2029-11-17,2029-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"354",2029,"Lyrids",2029-04-15,2029-04-22,2029-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"355",2029,"Northern Taurids",2029-10-13,2029-11-12,2029-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"356",2029,"Orionids",2029-10-02,2029-10-22,2029-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"357",2029,"Perseids",2029-07-17,2029-08-12,2029-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"358",2029,"Quadrantids",2029-01-01,2029-01-03,2029-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"359",2029,"Southern Taurids",2029-09-23,2029-10-10,2029-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"360",2029,"Ursids",2029-12-17,2029-12-22,2029-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"361",2030,"Delta Aquariids",2030-07-12,2030-07-30,2030-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"362",2030,"Draconids",2030-10-06,2030-10-08,2030-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"363",2030,"Eta Aquariids",2030-04-19,2030-05-06,2030-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"364",2030,"Geminids",2030-12-04,2030-12-14,2030-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"365",2030,"Leonids",2030-11-06,2030-11-17,2030-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"366",2030,"Lyrids",2030-04-15,2030-04-22,2030-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"367",2030,"Northern Taurids",2030-10-13,2030-11-12,2030-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"368",2030,"Orionids",2030-10-02,2030-10-22,2030-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"369",2030,"Perseids",2030-07-17,2030-08-12,2030-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"370",2030,"Quadrantids",2030-01-01,2030-01-03,2030-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"371",2030,"Southern Taurids",2030-09-23,2030-10-10,2030-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"372",2030,"Ursids",2030-12-17,2030-12-22,2030-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"373",2031,"Delta Aquariids",2031-07-12,2031-07-30,2031-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"374",2031,"Draconids",2031-10-06,2031-10-08,2031-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"375",2031,"Eta Aquariids",2031-04-19,2031-05-06,2031-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"376",2031,"Geminids",2031-12-04,2031-12-14,2031-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"377",2031,"Leonids",2031-11-06,2031-11-17,2031-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"378",2031,"Lyrids",2031-04-15,2031-04-22,2031-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"379",2031,"Northern Taurids",2031-10-13,2031-11-12,2031-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"380",2031,"Orionids",2031-10-02,2031-10-22,2031-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"381",2031,"Perseids",2031-07-17,2031-08-12,2031-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"382",2031,"Quadrantids",2031-01-01,2031-01-03,2031-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"383",2031,"Southern Taurids",2031-09-23,2031-10-10,2031-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"384",2031,"Ursids",2031-12-17,2031-12-22,2031-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"385",2032,"Delta Aquariids",2032-07-12,2032-07-30,2032-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"386",2032,"Draconids",2032-10-06,2032-10-08,2032-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"387",2032,"Eta Aquariids",2032-04-19,2032-05-06,2032-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"388",2032,"Geminids",2032-12-04,2032-12-14,2032-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"389",2032,"Leonids",2032-11-06,2032-11-17,2032-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"390",2032,"Lyrids",2032-04-15,2032-04-22,2032-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"391",2032,"Northern Taurids",2032-10-13,2032-11-12,2032-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"392",2032,"Orionids",2032-10-02,2032-10-22,2032-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"393",2032,"Perseids",2032-07-17,2032-08-12,2032-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"394",2032,"Quadrantids",2032-01-01,2032-01-03,2032-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"395",2032,"Southern Taurids",2032-09-23,2032-10-10,2032-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"396",2032,"Ursids",2032-12-17,2032-12-22,2032-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"397",2033,"Delta Aquariids",2033-07-12,2033-07-30,2033-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"398",2033,"Draconids",2033-10-06,2033-10-08,2033-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"399",2033,"Eta Aquariids",2033-04-19,2033-05-06,2033-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"400",2033,"Geminids",2033-12-04,2033-12-14,2033-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"401",2033,"Leonids",2033-11-06,2033-11-17,2033-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"402",2033,"Lyrids",2033-04-15,2033-04-22,2033-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"403",2033,"Northern Taurids",2033-10-13,2033-11-12,2033-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"404",2033,"Orionids",2033-10-02,2033-10-22,2033-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"405",2033,"Perseids",2033-07-17,2033-08-12,2033-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"406",2033,"Quadrantids",2033-01-01,2033-01-03,2033-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"407",2033,"Southern Taurids",2033-09-23,2033-10-10,2033-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"408",2033,"Ursids",2033-12-17,2033-12-22,2033-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"409",2034,"Delta Aquariids",2034-07-12,2034-07-30,2034-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"410",2034,"Draconids",2034-10-06,2034-10-08,2034-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"411",2034,"Eta Aquariids",2034-04-19,2034-05-06,2034-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"412",2034,"Geminids",2034-12-04,2034-12-14,2034-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"413",2034,"Leonids",2034-11-06,2034-11-17,2034-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"414",2034,"Lyrids",2034-04-15,2034-04-22,2034-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"415",2034,"Northern Taurids",2034-10-13,2034-11-12,2034-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"416",2034,"Orionids",2034-10-02,2034-10-22,2034-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"417",2034,"Perseids",2034-07-17,2034-08-12,2034-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"418",2034,"Quadrantids",2034-01-01,2034-01-03,2034-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"419",2034,"Southern Taurids",2034-09-23,2034-10-10,2034-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"420",2034,"Ursids",2034-12-17,2034-12-22,2034-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"421",2035,"Delta Aquariids",2035-07-12,2035-07-30,2035-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"422",2035,"Draconids",2035-10-06,2035-10-08,2035-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"423",2035,"Eta Aquariids",2035-04-19,2035-05-06,2035-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"424",2035,"Geminids",2035-12-04,2035-12-14,2035-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"425",2035,"Leonids",2035-11-06,2035-11-17,2035-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"426",2035,"Lyrids",2035-04-15,2035-04-22,2035-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"427",2035,"Northern Taurids",2035-10-13,2035-11-12,2035-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"428",2035,"Orionids",2035-10-02,2035-10-22,2035-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"429",2035,"Perseids",2035-07-17,2035-08-12,2035-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"430",2035,"Quadrantids",2035-01-01,2035-01-03,2035-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"431",2035,"Southern Taurids",2035-09-23,2035-10-10,2035-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"432",2035,"Ursids",2035-12-17,2035-12-22,2035-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"433",2036,"Delta Aquariids",2036-07-12,2036-07-30,2036-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"434",2036,"Draconids",2036-10-06,2036-10-08,2036-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"435",2036,"Eta Aquariids",2036-04-19,2036-05-06,2036-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"436",2036,"Geminids",2036-12-04,2036-12-14,2036-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"437",2036,"Leonids",2036-11-06,2036-11-17,2036-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"438",2036,"Lyrids",2036-04-15,2036-04-22,2036-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"439",2036,"Northern Taurids",2036-10-13,2036-11-12,2036-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"440",2036,"Orionids",2036-10-02,2036-10-22,2036-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"441",2036,"Perseids",2036-07-17,2036-08-12,2036-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"442",2036,"Quadrantids",2036-01-01,2036-01-03,2036-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"443",2036,"Southern Taurids",2036-09-23,2036-10-10,2036-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"444",2036,"Ursids",2036-12-17,2036-12-22,2036-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"445",2037,"Delta Aquariids",2037-07-12,2037-07-30,2037-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
